index,rating
index_366,5
index_367,2
index_368,5
index_369,4
index_370,1
index_371,1
index_372,5
index_373,4
index_374,1
index_375,5
index_376,4
index_377,4
index_378,5
index_379,5
index_380,4
index_381,1
index_382,4
index_383,4
index_384,2
index_385,5
index_386,4
index_387,4
index_388,3
index_389,5
index_390,1
index_391,1
index_392,5
index_393,5
index_394,4
index_395,1
index_396,3
index_397,5
index_398,3
index_399,5
index_400,3
index_401,3
index_402,2
index_403,1
index_404,5
index_405,1
index_406,5
index_407,4
index_408,5
index_409,5
index_410,2
index_411,4
index_412,5
index_413,1
index_414,5
index_415,2
index_416,5
index_417,1
index_418,5
index_419,5
index_420,5
index_421,3
index_422,5
index_423,5
index_424,4
index_425,5
index_426,4
index_427,5
index_428,1
index_429,1
index_430,5
index_431,4
index_432,5
index_433,5
index_434,1
index_435,5
index_436,5
index_437,5
index_438,2
index_439,5
index_440,3
index_441,5
index_442,5
index_443,5
index_444,2
index_445,4
index_446,5
index_447,4
index_448,4
index_449,5
index_450,4
index_451,5
index_452,4
index_453,5
index_454,5
index_455,5
index_456,5
index_457,3
index_458,4
index_459,3
index_460,5
index_461,5
index_462,4
index_463,4
index_464,5
index_465,4
index_466,5
index_467,1
index_468,5
index_469,5
index_470,5
index_471,4
index_472,5
index_473,4
index_474,4
index_475,5
index_476,1
index_477,5
index_478,5
index_479,1
index_480,1
index_481,4
index_482,5
index_483,5
index_484,4
index_485,4
index_486,1
index_487,5
index_488,5
index_489,5
index_490,1
index_491,5
index_492,5
index_493,1
index_494,1
index_495,2
index_496,2
index_497,5
index_498,2
index_499,3
index_500,1
index_501,4
index_502,4
index_503,4
index_504,4
index_505,5
index_506,5
index_507,5
index_508,5
index_509,5
index_510,2
index_511,4
index_512,5
index_513,3
index_514,5
index_515,1
index_516,1
index_517,5
index_518,4
index_519,3
index_520,5
index_521,2
index_522,5
index_523,2
index_524,3
index_525,4
index_526,5
index_527,3
index_528,2
index_529,5
index_530,4
index_531,1
index_532,2
index_533,4
index_534,4
index_535,5
index_536,4
index_537,5
index_538,5
index_539,5
index_540,5
index_541,5
index_542,5
index_543,5
index_544,3
index_545,5
index_546,4
index_547,5
index_548,5
index_549,5
index_550,5
index_551,5
index_552,3
index_553,1
index_554,1
index_555,5
index_556,1
index_557,1
index_558,1
index_559,4
index_560,5
index_561,3
index_562,5
index_563,5
index_564,2
index_565,1
index_566,4
index_567,5
index_568,5
index_569,5
index_570,3
index_571,4
index_572,1
index_573,5
index_574,1
index_575,5
index_576,5
index_577,5
index_578,4
index_579,2
index_580,5
index_581,1
index_582,5
index_583,1
index_584,3
index_585,3
index_586,5
index_587,4
index_588,4
index_589,4
index_590,4
index_591,5
index_592,3
index_593,4
index_594,4
index_595,1
index_596,5
index_597,5
index_598,4
index_599,2
index_600,5
index_601,3
index_602,3
index_603,5
index_604,2
index_605,4
index_606,4
index_607,5
index_608,5
index_609,5
index_610,4
index_611,5
index_612,5
index_613,2
index_614,5
index_615,1
index_616,5
index_617,5
index_618,1
index_619,5
index_620,5
index_621,1
index_622,5
index_623,3
index_624,5
index_625,5
index_626,5
index_627,5
index_628,4
index_629,5
index_630,3
index_631,5
index_632,5
index_633,5
index_634,2
index_635,5
index_636,5
index_637,1
index_638,4
index_639,5
index_640,3
index_641,5
index_642,5
index_643,5
index_644,4
index_645,5
index_646,2
index_647,1
index_648,5
index_649,5
index_650,5
index_651,4
index_652,5
index_653,5
index_654,1
index_655,1
index_656,5
index_657,5
index_658,3
index_659,5
index_660,4
index_661,4
index_662,5
index_663,5
index_664,4
index_665,4
index_666,1
index_667,2
index_668,1
index_669,5
index_670,5
index_671,5
index_672,5
index_673,5
index_674,5
index_675,5
index_676,5
index_677,1
index_678,2
index_679,5
index_680,1
index_681,5
index_682,3
index_683,1
index_684,2
index_685,4
index_686,4
index_687,4
index_688,5
index_689,3
index_690,3
index_691,5
index_692,5
index_693,5
index_694,5
index_695,1
index_696,3
index_697,1
index_698,5
index_699,3
index_700,1
index_701,1
index_702,5
index_703,3
index_704,5
index_705,1
index_706,1
index_707,5
index_708,5
index_709,5
index_710,1
index_711,2
index_712,2
index_713,1
index_714,4
index_715,4
index_716,5
index_717,4
index_718,5
index_719,4
index_720,2
index_721,5
index_722,4
index_723,3
index_724,1
index_725,5
index_726,4
index_727,1
index_728,5
index_729,1
index_730,4
index_731,5
index_732,5
index_733,1
index_734,5
index_735,1
index_736,5
index_737,4
index_738,5
index_739,5
index_740,5
index_741,5
index_742,5
index_743,3
index_744,2
index_745,3
index_746,1
index_747,2
index_748,5
index_749,4
index_750,5
index_751,5
index_752,5
index_753,5
index_754,5
index_755,5
index_756,5
index_757,5
index_758,5
index_759,5
index_760,5
index_761,5
index_762,5
index_763,5
index_764,4
index_765,5
index_766,5
index_767,5
index_768,2
index_769,5
index_770,4
index_771,4
index_772,5
index_773,5
index_774,5
index_775,4
index_776,1
index_777,5
index_778,5
index_779,5
index_780,1
index_781,2
index_782,4
index_783,1
index_784,2
index_785,5
index_786,4
index_787,5
index_788,4
index_789,5
index_790,5
index_791,4
index_792,5
index_793,3
index_794,2
index_795,4
index_796,5
index_797,1
index_798,5
index_799,5
index_800,5
index_801,1
index_802,5
index_803,4
index_804,4
index_805,2
index_806,4
index_807,5
index_808,4
index_809,1
index_810,5
index_811,5
index_812,2
index_813,5
index_814,4
index_815,3
index_816,5
index_817,3
index_818,1
index_819,5
index_820,5
index_821,5
index_822,5
index_823,5
index_824,5
index_825,3
index_826,5
index_827,5
index_828,3
index_829,5
index_830,5
index_831,4
index_832,5
index_833,4
index_834,1
index_835,5
index_836,2
index_837,5
index_838,2
index_839,2
index_840,5
index_841,1
index_842,5
index_843,4
index_844,5
index_845,2
index_846,5
index_847,1
index_848,4
index_849,5
index_850,4
index_851,4
index_852,5
index_853,5
index_854,5
index_855,4
index_856,2
index_857,5
index_858,1
index_859,5
index_860,3
index_861,5
index_862,5
index_863,5
index_864,5
index_865,5
index_866,1
index_867,1
index_868,4
index_869,2
index_870,5
index_871,4
index_872,2
index_873,4
index_874,5
index_875,1
index_876,5
index_877,5
index_878,1
index_879,5
index_880,2
index_881,4
index_882,2
index_883,5
index_884,4
index_885,1
index_886,4
index_887,4
index_888,5
index_889,5
index_890,5
index_891,5
index_892,5
index_893,3
index_894,5
index_895,5
index_896,4
index_897,2
index_898,4
index_899,5
index_900,5
index_901,5
index_902,1
index_903,5
index_904,2
index_905,5
index_906,1
index_907,1
index_908,5
index_909,5
index_910,5
index_911,5
index_912,1
index_913,1
index_914,4
index_915,5
index_916,4
index_917,2
index_918,5
index_919,1
index_920,1
index_921,5
index_922,1
index_923,1
index_924,1
index_925,5
index_926,4
index_927,2
index_928,3
index_929,3
index_930,5
index_931,2
index_932,4
index_933,1
index_934,5
index_935,5
index_936,1
index_937,5
index_938,3
index_939,5
index_940,4
index_941,2
index_942,2
index_943,4
index_944,5
index_945,5
index_946,5
index_947,4
index_948,3
index_949,4
index_950,1
index_951,5
index_952,3
index_953,3
index_954,4
index_955,4
index_956,5
index_957,5
index_958,5
index_959,4
index_960,1
index_961,5
index_962,5
index_963,5
index_964,5
index_965,5
index_966,1
index_967,5
index_968,5
index_969,4
index_970,5
index_971,3
index_972,4
index_973,4
index_974,5
index_975,5
index_976,5
index_977,2
index_978,2
index_979,5
index_980,5
index_981,3
index_982,5
index_983,4
index_984,2
index_985,5
index_986,5
index_987,2
index_988,1
index_989,1
index_990,2
index_991,1
index_992,1
index_993,1
index_994,5
index_995,5
index_996,4
index_997,4
index_998,1
index_999,5
index_1000,2
index_1001,5
index_1002,5
index_1003,4
index_1004,5
index_1005,2
index_1006,5
index_1007,5
index_1008,2
index_1009,1
index_1010,5
index_1011,3
index_1012,5
index_1013,4
index_1014,5
index_1015,4
index_1016,5
index_1017,2
index_1018,2
index_1019,2
index_1020,5
index_1021,5
index_1022,3
index_1023,5
index_1024,5
index_1025,5
index_1026,1
index_1027,5
index_1028,4
index_1029,5
index_1030,3
index_1031,2
index_1032,4
index_1033,5
index_1034,1
index_1035,5
index_1036,5
index_1037,3
index_1038,5
index_1039,4
index_1040,3
index_1041,5
index_1042,5
index_1043,1
index_1044,5
index_1045,4
index_1046,5
index_1047,4
index_1048,4
index_1049,5
index_1050,5
index_1051,5
index_1052,1
index_1053,5
index_1054,4
index_1055,5
index_1056,1
index_1057,4
index_1058,1
index_1059,4
index_1060,5
index_1061,5
index_1062,4
index_1063,5
index_1064,4
index_1065,5
index_1066,4
index_1067,3
index_1068,4
index_1069,4
index_1070,1
index_1071,5
index_1072,5
index_1073,4
index_1074,3
index_1075,5
index_1076,4
index_1077,5
index_1078,4
index_1079,4
index_1080,5
index_1081,4
index_1082,1
index_1083,5
index_1084,1
index_1085,4
index_1086,4
index_1087,5
index_1088,5
index_1089,4
index_1090,5
index_1091,5
index_1092,5
index_1093,5
index_1094,1
index_1095,2
index_1096,5
index_1097,5
index_1098,4
index_1099,5
index_1100,5
index_1101,1
index_1102,1
index_1103,5
index_1104,4
index_1105,1
index_1106,5
index_1107,2
index_1108,1
index_1109,4
index_1110,4
index_1111,2
index_1112,5
index_1113,4
index_1114,1
index_1115,2
index_1116,4
index_1117,4
index_1118,5
index_1119,5
index_1120,5
index_1121,5
index_1122,1
index_1123,4
index_1124,5
index_1125,1
index_1126,4
index_1127,3
index_1128,3
index_1129,1
index_1130,4
index_1131,5
index_1132,5
index_1133,3
index_1134,5
index_1135,5
index_1136,5
index_1137,2
index_1138,4
index_1139,1
index_1140,5
index_1141,4
index_1142,4
index_1143,4
index_1144,5
index_1145,4
index_1146,2
index_1147,1
index_1148,3
index_1149,5
index_1150,5
index_1151,4
index_1152,5
index_1153,1
index_1154,4
index_1155,2
index_1156,5
index_1157,1
index_1158,1
index_1159,5
index_1160,4
index_1161,5
index_1162,5
index_1163,5
index_1164,1
index_1165,5
index_1166,5
index_1167,4
index_1168,5
index_1169,1
index_1170,5
index_1171,5
index_1172,5
index_1173,5
index_1174,5
index_1175,5
index_1176,5
index_1177,5
index_1178,5
index_1179,2
index_1180,5
index_1181,5
index_1182,5
index_1183,5
index_1184,5
index_1185,4
index_1186,5
index_1187,1
index_1188,3
index_1189,4
index_1190,5
index_1191,2
index_1192,5
index_1193,5
index_1194,5
index_1195,5
index_1196,5
index_1197,5
index_1198,4
index_1199,1
index_1200,2
index_1201,5
index_1202,1
index_1203,2
index_1204,1
index_1205,5
index_1206,5
index_1207,5
index_1208,5
index_1209,4
index_1210,1
index_1211,3
index_1212,1
index_1213,4
index_1214,5
index_1215,5
index_1216,5
index_1217,1
index_1218,5
index_1219,4
index_1220,5
index_1221,1
index_1222,5
index_1223,1
index_1224,2
index_1225,1
index_1226,5
index_1227,5
index_1228,4
index_1229,5
index_1230,5
index_1231,5
index_1232,5
index_1233,1
index_1234,4
index_1235,4
index_1236,3
index_1237,4
index_1238,5
index_1239,5
index_1240,5
index_1241,1
index_1242,5
index_1243,1
index_1244,5
index_1245,5
index_1246,3
index_1247,2
index_1248,4
index_1249,5
index_1250,5
index_1251,1
index_1252,4
index_1253,1
index_1254,3
index_1255,4
index_1256,5
index_1257,5
index_1258,1
index_1259,5
index_1260,5
index_1261,1
index_1262,5
index_1263,5
index_1264,4
index_1265,5
index_1266,5
index_1267,4
index_1268,5
index_1269,5
index_1270,1
index_1271,5
index_1272,5
index_1273,1
index_1274,4
index_1275,5
index_1276,4
index_1277,1
index_1278,4
index_1279,3
index_1280,3
index_1281,1
index_1282,4
index_1283,2
index_1284,5
index_1285,5
index_1286,5
index_1287,5
index_1288,2
index_1289,4
index_1290,4
index_1291,1
index_1292,1
index_1293,5
index_1294,4
index_1295,1
index_1296,1
index_1297,5
index_1298,4
index_1299,4
index_1300,2
index_1301,5
index_1302,5
index_1303,5
index_1304,4
index_1305,3
index_1306,5
index_1307,5
index_1308,4
index_1309,2
index_1310,5
index_1311,4
index_1312,4
index_1313,5
index_1314,4
index_1315,1
index_1316,4
index_1317,5
index_1318,1
index_1319,3
index_1320,2
index_1321,4
index_1322,4
index_1323,2
index_1324,5
index_1325,4
index_1326,3
index_1327,3
index_1328,4
index_1329,1
index_1330,5
index_1331,5
index_1332,5
index_1333,4
index_1334,2
index_1335,5
index_1336,1
index_1337,5
index_1338,5
index_1339,5
index_1340,5
index_1341,5
index_1342,1
index_1343,4
index_1344,5
index_1345,5
index_1346,1
index_1347,4
index_1348,5
index_1349,4
index_1350,2
index_1351,5
index_1352,5
index_1353,5
index_1354,5
index_1355,2
index_1356,5
index_1357,1
index_1358,5
index_1359,5
index_1360,3
index_1361,5
index_1362,1
index_1363,5
index_1364,1
index_1365,1
index_1366,4
index_1367,2
index_1368,3
index_1369,5
index_1370,3
index_1371,1
index_1372,1
index_1373,2
index_1374,3
index_1375,1
index_1376,5
index_1377,4
index_1378,5
index_1379,5
index_1380,5
index_1381,1
index_1382,5
index_1383,2
index_1384,5
index_1385,5
index_1386,4
index_1387,4
index_1388,5
index_1389,4
index_1390,3
index_1391,3
index_1392,4
index_1393,1
index_1394,4
index_1395,5
index_1396,4
index_1397,5
index_1398,5
index_1399,3
index_1400,3
index_1401,2
index_1402,5
index_1403,1
index_1404,2
index_1405,5
index_1406,3
index_1407,4
index_1408,5
index_1409,4
index_1410,3
index_1411,5
index_1412,2
index_1413,1
index_1414,4
index_1415,1
index_1416,1
index_1417,5
index_1418,4
index_1419,5
index_1420,5
index_1421,5
index_1422,5
index_1423,1
index_1424,1
index_1425,4
index_1426,5
index_1427,4
index_1428,3
index_1429,5
index_1430,5
index_1431,4
index_1432,5
index_1433,4
index_1434,5
index_1435,4
index_1436,4
index_1437,5
index_1438,3
index_1439,5
index_1440,3
index_1441,5
index_1442,5
index_1443,5
index_1444,5
index_1445,5
index_1446,5
index_1447,4
index_1448,5
index_1449,1
index_1450,4
index_1451,5
index_1452,5
index_1453,3
index_1454,3
index_1455,4
index_1456,5
index_1457,5
index_1458,5
index_1459,4
index_1460,4
index_1461,5
index_1462,3
index_1463,4
index_1464,5
index_1465,2
index_1466,5
index_1467,5
index_1468,5
index_1469,4
index_1470,5
index_1471,3
index_1472,5
index_1473,2
index_1474,3
index_1475,4
index_1476,5
index_1477,5
index_1478,2
index_1479,5
index_1480,1
index_1481,3
index_1482,5
index_1483,5
index_1484,5
index_1485,2
index_1486,2
index_1487,1
index_1488,1
index_1489,3
index_1490,5
index_1491,4
index_1492,1
index_1493,4
index_1494,4
index_1495,5
index_1496,2
index_1497,5
index_1498,1
index_1499,5
index_1500,1
index_1501,3
index_1502,4
index_1503,4
index_1504,5
index_1505,5
index_1506,5
index_1507,4
index_1508,4
index_1509,4
index_1510,4
index_1511,2
index_1512,5
index_1513,2
index_1514,5
index_1515,3
index_1516,5
index_1517,3
index_1518,3
index_1519,4
index_1520,2
index_1521,3
index_1522,5
index_1523,1
index_1524,5
index_1525,1
index_1526,2
index_1527,5
index_1528,5
index_1529,5
index_1530,5
index_1531,5
index_1532,5
index_1533,4
index_1534,4
index_1535,5
index_1536,4
index_1537,5
index_1538,4
index_1539,3
index_1540,5
index_1541,1
index_1542,4
index_1543,4
index_1544,5
index_1545,4
index_1546,5
index_1547,5
index_1548,5
index_1549,4
index_1550,4
index_1551,5
index_1552,5
index_1553,5
index_1554,5
index_1555,5
index_1556,3
index_1557,5
index_1558,4
index_1559,3
index_1560,1
index_1561,2
index_1562,2
index_1563,5
index_1564,4
index_1565,3
index_1566,2
index_1567,1
index_1568,5
index_1569,5
index_1570,1
index_1571,5
index_1572,1
index_1573,5
index_1574,3
index_1575,1
index_1576,4
index_1577,4
index_1578,4
index_1579,5
index_1580,5
index_1581,3
index_1582,5
index_1583,3
index_1584,5
index_1585,5
index_1586,1
index_1587,4
index_1588,4
index_1589,1
index_1590,3
index_1591,5
index_1592,5
index_1593,4
index_1594,5
index_1595,4
index_1596,5
index_1597,1
index_1598,4
index_1599,4
index_1600,2
index_1601,3
index_1602,4
index_1603,4
index_1604,4
index_1605,1
index_1606,1
index_1607,2
index_1608,5
index_1609,2
index_1610,4
index_1611,5
index_1612,5
index_1613,5
index_1614,1
index_1615,3
index_1616,4
index_1617,5
index_1618,5
index_1619,5
index_1620,4
index_1621,5
index_1622,5
index_1623,2
index_1624,4
index_1625,5
index_1626,5
index_1627,1
index_1628,5
index_1629,5
index_1630,2
index_1631,5
index_1632,2
index_1633,5
index_1634,4
index_1635,4
index_1636,5
index_1637,5
index_1638,1
index_1639,4
index_1640,4
index_1641,4
index_1642,3
index_1643,4
index_1644,4
index_1645,3
index_1646,5
index_1647,5
index_1648,3
index_1649,3
index_1650,5
index_1651,5
index_1652,2
index_1653,5
index_1654,5
index_1655,1
index_1656,1
index_1657,5
index_1658,5
index_1659,3
index_1660,1
index_1661,5
index_1662,4
index_1663,5
index_1664,4
index_1665,2
index_1666,5
index_1667,5
index_1668,5
index_1669,5
index_1670,5
index_1671,5
index_1672,4
index_1673,4
index_1674,4
index_1675,2
index_1676,5
index_1677,5
index_1678,5
index_1679,5
index_1680,4
index_1681,3
index_1682,4
index_1683,5
index_1684,4
index_1685,5
index_1686,5
index_1687,5
index_1688,2
index_1689,3
index_1690,3
index_1691,5
index_1692,5
index_1693,4
index_1694,3
index_1695,5
index_1696,5
index_1697,5
index_1698,1
index_1699,1
index_1700,5
index_1701,3
index_1702,5
index_1703,3
index_1704,1
index_1705,5
index_1706,5
index_1707,2
index_1708,5
index_1709,1
index_1710,5
index_1711,5
index_1712,4
index_1713,2
index_1714,5
index_1715,1
index_1716,3
index_1717,3
index_1718,5
index_1719,4
index_1720,5
index_1721,5
index_1722,4
index_1723,4
index_1724,5
index_1725,5
index_1726,5
index_1727,5
index_1728,3
index_1729,1
index_1730,4
index_1731,4
index_1732,5
index_1733,5
index_1734,3
index_1735,4
index_1736,3
index_1737,4
index_1738,5
index_1739,1
index_1740,4
index_1741,2
index_1742,5
index_1743,1
index_1744,5
index_1745,4
index_1746,4
index_1747,5
index_1748,2
index_1749,3
index_1750,4
index_1751,5
index_1752,4
index_1753,5
index_1754,5
index_1755,5
index_1756,5
index_1757,5
index_1758,5
index_1759,1
index_1760,5
index_1761,5
index_1762,4
index_1763,1
index_1764,5
index_1765,4
index_1766,3
index_1767,5
index_1768,2
index_1769,1
index_1770,4
index_1771,2
index_1772,2
index_1773,1
index_1774,5
index_1775,5
index_1776,5
index_1777,4
index_1778,3
index_1779,4
index_1780,5
index_1781,4
index_1782,5
index_1783,5
index_1784,2
index_1785,2
index_1786,5
index_1787,3
index_1788,1
index_1789,5
index_1790,5
index_1791,3
index_1792,5
index_1793,3
index_1794,2
index_1795,5
index_1796,3
index_1797,5
index_1798,4
index_1799,5
index_1800,3
index_1801,5
index_1802,5
index_1803,1
index_1804,5
index_1805,3
index_1806,1
index_1807,2
index_1808,3
index_1809,4
index_1810,2
index_1811,3
index_1812,2
index_1813,3
index_1814,4
index_1815,1
index_1816,1
index_1817,1
index_1818,4
index_1819,5
index_1820,1
index_1821,1
index_1822,5
index_1823,3
index_1824,5
index_1825,5
index_1826,4
index_1827,5
index_1828,1
index_1829,5
index_1830,2
index_1831,1
index_1832,1
index_1833,5
index_1834,3
index_1835,5
index_1836,4
index_1837,3
index_1838,1
index_1839,5
index_1840,1
index_1841,3
index_1842,5
index_1843,5
index_1844,4
index_1845,2
index_1846,4
index_1847,4
index_1848,5
index_1849,5
index_1850,5
index_1851,2
index_1852,5
index_1853,5
index_1854,4
index_1855,5
index_1856,5
index_1857,3
index_1858,4
index_1859,5
index_1860,3
index_1861,1
index_1862,1
index_1863,5
index_1864,4
index_1865,5
index_1866,4
index_1867,1
index_1868,1
index_1869,5
index_1870,4
index_1871,5
index_1872,5
index_1873,4
index_1874,1
index_1875,5
index_1876,5
index_1877,3
index_1878,4
index_1879,5
index_1880,1
index_1881,5
index_1882,1
index_1883,5
index_1884,5
index_1885,5
index_1886,5
index_1887,2
index_1888,4
index_1889,3
index_1890,5
index_1891,1
index_1892,2
index_1893,1
index_1894,5
index_1895,2
index_1896,4
index_1897,5
index_1898,1
index_1899,5
index_1900,5
index_1901,4
index_1902,5
index_1903,2
index_1904,5
index_1905,3
index_1906,3
index_1907,5
index_1908,3
index_1909,4
index_1910,5
index_1911,4
index_1912,4
index_1913,5
index_1914,4
index_1915,5
index_1916,5
index_1917,5
index_1918,5
index_1919,1
index_1920,5
index_1921,5
index_1922,4
index_1923,4
index_1924,5
index_1925,2
index_1926,1
index_1927,5
index_1928,2
index_1929,1
index_1930,5
index_1931,4
index_1932,5
index_1933,5
index_1934,4
index_1935,4
index_1936,1
index_1937,4
index_1938,4
index_1939,3
index_1940,5
index_1941,2
index_1942,1
index_1943,5
index_1944,5
index_1945,5
index_1946,4
index_1947,1
index_1948,4
index_1949,5
index_1950,2
index_1951,5
index_1952,5
index_1953,4
index_1954,5
index_1955,5
index_1956,4
index_1957,5
index_1958,5
index_1959,3
index_1960,4
index_1961,5
index_1962,2
index_1963,4
index_1964,5
index_1965,5
index_1966,2
index_1967,4
index_1968,3
index_1969,5
index_1970,4
index_1971,1
index_1972,4
index_1973,4
index_1974,5
index_1975,4
index_1976,3
index_1977,4
index_1978,4
index_1979,5
index_1980,3
index_1981,5
index_1982,1
index_1983,2
index_1984,5
index_1985,1
index_1986,4
index_1987,1
index_1988,5
index_1989,3
index_1990,2
index_1991,2
index_1992,5
index_1993,5
index_1994,2
index_1995,5
index_1996,5
index_1997,4
index_1998,4
index_1999,1
index_2000,4
index_2001,5
index_2002,4
index_2003,5
index_2004,1
index_2005,5
index_2006,1
index_2007,1
index_2008,5
index_2009,1
index_2010,1
index_2011,4
index_2012,5
index_2013,5
index_2014,3
index_2015,5
index_2016,5
index_2017,3
index_2018,5
index_2019,5
index_2020,1
index_2021,2
index_2022,1
index_2023,5
index_2024,3
index_2025,5
index_2026,2
index_2027,5
index_2028,1
index_2029,4
index_2030,5
index_2031,5
index_2032,4
index_2033,5
index_2034,3
index_2035,5
index_2036,5
index_2037,4
index_2038,5
index_2039,5
index_2040,5
index_2041,4
index_2042,5
index_2043,5
index_2044,5
index_2045,5
index_2046,5
index_2047,4
index_2048,1
index_2049,5
index_2050,5
index_2051,4
index_2052,5
index_2053,5
index_2054,4
index_2055,4
index_2056,5
index_2057,5
index_2058,4
index_2059,5
index_2060,5
index_2061,5
index_2062,5
index_2063,4
index_2064,5
index_2065,5
index_2066,5
index_2067,5
index_2068,5
index_2069,5
index_2070,5
index_2071,4
index_2072,5
index_2073,5
index_2074,5
index_2075,5
index_2076,5
index_2077,5
index_2078,5
index_2079,5
index_2080,5
index_2081,1
index_2082,1
index_2083,1
index_2084,4
index_2085,2
index_2086,4
index_2087,5
index_2088,5
index_2089,5
index_2090,5
index_2091,3
index_2092,5
index_2093,3
index_2094,5
index_2095,5
index_2096,5
index_2097,1
index_2098,5
index_2099,2
index_2100,1
index_2101,4
index_2102,1
index_2103,1
index_2104,4
index_2105,1
index_2106,1
index_2107,5
index_2108,1
index_2109,3
index_2110,5
index_2111,5
index_2112,4
index_2113,3
index_2114,5
index_2115,5
index_2116,4
index_2117,4
index_2118,5
index_2119,1
index_2120,5
index_2121,4
index_2122,1
index_2123,3
index_2124,5
index_2125,5
index_2126,5
index_2127,1
index_2128,4
index_2129,5
index_2130,5
index_2131,4
index_2132,1
index_2133,2
index_2134,3
index_2135,4
index_2136,5
index_2137,4
index_2138,5
index_2139,5
index_2140,5
